step,t,label,index,x,Cf,H12,dstar,theta,delta99,Ue
600,0.14999999999999999,x=1.00,705,1.0003217158176945,0.0016131596288689856,2.591265577547949,0.0070739155425761846,0.0027299075802450388,0.020185116380787717,0.99999224897396566
600,0.14999999999999999,x=1.20,846,1.2006702412868633,0.0015248979137118871,2.5912534015036606,0.0074814881806277503,0.0028872082430403639,0.021347958854069753,0.99999393548222748
600,0.14999999999999999,x_safe,979,1.389651474530831,0.0014535743601433143,2.5912517573686156,0.0078466331177330512,0.003028124571616774,0.022389054082755242,0.9999925215377492
600,0.14999999999999999,xt,33,0.04546916890080429,0.0024492230207106345,2.5915744317896925,0.0046652643748649001,0.0018001660757407444,0.013311201320644457,0.99999786980842065
700,0.17500000000000002,x=0.25,177,0.25008042895442362,0.0021664339108075736,2.5913503243041278,0.0052752857903243166,0.0020357285315102747,0.015053328271713738,0.99996086238857396
700,0.17500000000000002,x=0.50,353,0.50016085790884723,0.0019262330810296731,2.5912942286757517,0.0059356564858790021,0.0022906146358039566,0.016937768721028743,0.99997412139344466
700,0.17500000000000002,x=0.75,529,0.75024128686327074,0.001751729457127586,2.5912620863291678,0.0065296325008151693,0.0025198657192044877,0.018632366441198978,0.9999855668185601
700,0.17500000000000002,x=1.00,705,1.0003217158176945,0.001617528791990262,2.5912434191210014,0.0070739376521109379,0.0027299394568305554,0.020185263913551795,0.99999025765091587
700,0.17500000000000002,x=1.20,846,1.2006702412868633,0.0015297882301157743,2.5912284112197321,0.0074815018613777406,0.0028872413674470633,0.021348090411445274,0.99999281642229998
700,0.17500000000000002,x_safe,979,1.389651474530831,0.0014588172894569196,2.5912198745249087,0.0078466429230506802,0.0030281656142705127,0.022389209054662903,0.99999334486297375
700,0.17500000000000002,xt,33,0.04546916890080429,0.0024494267452665527,2.59156966167959,0.0046652776543773351,0.0018001745132923727,0.013311302709782214,0.9999976748459749
800,0.20000000000000001,x=0.25,177,0.25008042895442362,0.002165276784959304,2.5913378503816005,0.0052753940015725911,0.0020357800897307684,0.01505381956478158,0.99995645367473995
800,0.20000000000000001,x=0.50,353,0.50016085790884723,0.0019239184364056993,2.591300214508534,0.0059357312522017452,0.0022906381973682335,0.016938054042418237,0.99996691330123399
800,0.20000000000000001,x=0.75,529,0.75024128686327074,0.0017483880875302407,2.5912763636751213,0.0065296918338662536,0.0025198747325450876,0.018632562538568369,0.99998085086091526
800,0.20000000000000001,x=1.00,705,1.0003217158176945,0.0016133562018252009,2.5912551384404758,0.0070739828870262176,0.0027299445670500946,0.020185429106224718,0.99998874508020041
800,0.20000000000000001,x=1.20,846,1.2006702412868633,0.0015251353699003204,2.5912434611605031,0.007481547479351122,0.002887242203015717,0.021348235237741039,0.99999181474548371
800,0.20000000000000001,x_safe,979,1.389651474530831,0.0014538500293891136,2.591244816564974,0.0078467036245961474,0.0030281598922783201,0.022389334545524945,0.99999111828462584
800,0.20000000000000001,xt,33,0.04546916890080429,0.0024492268634597339,2.5915770315729891,0.0046652789298564923,0.0018001698861425874,0.013311236862585877,0.99999804656130964
900,0.22500000000000001,x=0.25,177,0.25008042895442362,0.0021662124476729081,2.5913186291731711,0.0052755066081457084,0.0020358386455273541,0.015054332280032235,0.99995425970174656
900,0.22500000000000001,x=0.50,353,0.50016085790884723,0.0019259681982648263,2.5912670797455886,0.0059357868827061089,0.0022906889564193,0.016938395046088156,0.99996370642079313
900,0.22500000000000001,x=0.75,529,0.75024128686327074,0.0017514411557701484,2.5912463919827013,0.0065297251599741243,0.0025199167397500482,0.018632804046029613,0.99997955834525809
900,0.22500000000000001,x=1.00,705,1.0003217158176945,0.0016172794977631136,2.5912296990735828,0.007074006319226697,0.0027299804111367656,0.020185607394864573,0.99998743581745952
900,0.22500000000000001,x=1.20,846,1.2006702412868633,0.0015295249778168691,2.5912196282140529,0.0074815629192389035,0.0028872747171938581,0.021348373767528819,0.99999065929555708
900,0.22500000000000001,x_safe,979,1.389651474530831,0.0014584946865867415,2.5912188385841133,0.0078467192145042688,0.0030281962672021371,0.022389481021981749,0.99999100300770938
900,0.22500000000000001,xt,33,0.04546916890080429,0.0024493903738880512,2.5915732377679137,0.0046652890080050476,0.0018001764102268615,0.013311318587015487,0.99999770340247829
1000,0.25,x=0.25,177,0.25008042895442362,0.0021652530600281324,2.5913299875249551,0.0052755969759653602,0.0020358645951549445,0.015054596070335893,0.99995411274679524
1000,0.25,x=0.50,353,0.50016085790884723,0.0019240896036402172,2.59126118237972,0.0059358562718209093,0.002290720947847347,0.016938717191937448,0.99995758983846295
1000,0.25,x=0.75,529,0.75024128686327074,0.0017485998454003936,2.5912516639971033,0.0065297791884004457,0.0025199324631896293,0.018633023923973098,0.99997562565106202
1000,0.25,x=1.00,705,1.0003217158176945,0.0016135617325509215,2.5912414849249052,0.0070740525319242901,0.0027299858284452008,0.020185769577681565,0.99998503186057153
1000,0.25,x=1.20,846,1.2006702412868633,0.0015253401671584353,2.5912339511586371,0.0074816084737714499,0.0028872763381423529,0.021348516143609102,0.99998909373543576
1000,0.25,x_safe,979,1.389651474530831,0.0014540813651615957,2.591237225665298,0.0078467749057206052,0.0030281962716501003,0.022389621665880214,0.9999895262489219
1000,0.25,xt,33,0.04546916890080429,0.00244922907775489,2.5915787624736377,0.0046652885228572333,0.0018001723854243422,0.013311260347448138,0.99999813082309097
1100,0.27500000000000002,x=0.25,177,0.25008042895442362,0.002166001323164472,2.5913427991283005,0.0052756776736746277,0.0020358856711081637,0.015054747273400391,0.99995292008597292
1100,0.27500000000000002,x=0.50,353,0.50016085790884723,0.001925748770244961,2.5912322793433753,0.0059359234137098173,0.0022907724101113758,0.016939088636409395,0.99995233397028138
1100,0.27500000000000002,x=0.75,529,0.75024128686327074,0.0017511986083016903,2.5912256439788393,0.0065298203464166189,0.0025199736509206698,0.018633280493806754,0.99997297672766028
1100,0.27500000000000002,x=1.00,705,1.0003217158176945,0.0016170348410883334,2.5912145041982746,0.0070740766181920699,0.0027300235494709842,0.02018596689051419,0.99998407838041659
1100,0.27500000000000002,x=1.20,846,1.2006702412868633,0.0015292858634352901,2.5912078341217022,0.0074816243514448794,0.0028873115668009699,0.021348676987895544,0.99998857365142446
1100,0.27500000000000002,x_safe,979,1.389651474530831,0.0014582303360407374,2.5912143368597409,0.0078467942010975421,0.0030282304668810111,0.022389769003524879,0.99998898713874274
1100,0.27500000000000002,xt,33,0.04546916890080429,0.0024493641685761282,2.5915756715894762,0.0046652965459331409,0.0018001776282580246,0.013311328223254889,0.99999773247800994
1200,0.29999999999999999,x=0.25,177,0.25008042895442362,0.0021652158555633821,2.5913753221377704,0.0052757424207799299,0.0020358851053762735,0.015054628029627697,0.99995549819644347
1200,0.29999999999999999,x=0.50,353,0.50016085790884723,0.0019242292492007208,2.5912141815607144,0.0059359892298179668,0.0022908138092400609,0.016939458845491709,0.99994744401438274
1200,0.29999999999999999,x=0.75,529,0.75024128686327074,0.0017487841765858204,2.5912226697484821,0.0065298693080884894,0.0025199954385712107,0.01863352263469694,0.99996973784181942
1200,0.29999999999999999,x=1.00,705,1.0003217158176945,0.0016137666565460736,2.5912239264594357,0.0070741231522997569,0.0027300315808543836,0.020186138188504989,0.99998127721854968
1200,0.29999999999999999,x=1.20,846,1.2006702412868633,0.0015255422740136195,2.5912224524221568,0.0074816710295975497,0.0028873132920734092,0.021348815639392411,0.99998620644265324
1200,0.29999999999999999,x_safe,979,1.389651474530831,0.0014542789452178463,2.5912300389493619,0.0078468463355834545,0.0030282322362876861,0.022389907966696269,0.99998750482148513
1200,0.29999999999999999,xt,33,0.04546916890080429,0.0024492309339624453,2.5915801908651943,0.0046652953359760689,0.0018001740221739264,0.013311276498437058,0.99999813421816874
1300,0.32500000000000001,x=0.25,177,0.25008042895442362,0.0021657952872120795,2.5913893604464087,0.0052758215856697158,0.0020359046256024104,0.015054797648514093,0.99995400439412363
1300,0.32500000000000001,x=0.50,353,0.50016085790884723,0.0019255785462844524,2.5911878827375054,0.0059360689626145203,0.0022908678302181844,0.016939873988144994,0.99994050209569585
1300,0.32500000000000001,x=0.75,529,0.75024128686327074,0.0017509944513886763,2.5911995497755091,0.0065299180570550829,0.002520036736507155,0.018633798824671994,0.99996578996672292
1300,0.32500000000000001,x=1.00,705,1.0003217158176945,0.0016168063006755248,2.591197360512747,0.0070741495541351875,0.0027300697592310577,0.020186349210065319,0.99998016910321763
1300,0.32500000000000001,x=1.20,846,1.2006702412868633,0.0015290523931854316,2.5911947622753475,0.0074816877032197401,0.0028873505813395571,0.021348995898982186,0.99998614140072317
1300,0.32500000000000001,x_safe,979,1.389651474530831,0.0014579940713042435,2.5912079468303642,0.0078468672501530463,0.0030282661257470854,0.022390062560669697,0.99998702366456771
1300,0.32500000000000001,xt,33,0.04546916890080429,0.0024493402068117925,2.5915774362587016,0.0046653019482705066,0.0018001784870474529,0.013311334505354214,0.9999977555146452
1400,0.35000000000000003,x=0.25,177,0.25008042895442362,0.0021651823410722142,2.5914149913226261,0.0052758793440056085,0.0020359067774447293,0.015054730081163026,0.99995680692108335
1400,0.35000000000000003,x=0.50,353,0.50016085790884723,0.0019243375328392145,2.5911594125862258,0.0059361351766542619,0.0022909185547675083,0.016940301885027487,0.99993668764717636
1400,0.35000000000000003,x=0.75,529,0.75024128686327074,0.0017489444277289004,2.5911889329061255,0.0065299631078493733,0.0025200644479928948,0.018634065701119164,0.9999630827528766
1400,0.35000000000000003,x=1.00,705,1.0003217158176945,0.0016139588867424995,2.5912029431110386,0.0070741949621745777,0.002730081401374602,0.020186533811077961,0.99997733163479607
1400,0.35000000000000003,x=1.20,846,1.2006702412868633,0.0015257462106889697,2.5912077975057932,0.0074817340702502382,0.0028873539503284514,0.021349137556826429,0.99998338432608724
1400,0.35000000000000003,x_safe,979,1.389651474530831,0.0014544582614339843,2.5912211593872856,0.0078469190319734785,0.0030282706682701463,0.022390210427933179,0.99998535644630127
1400,0.35000000000000003,xt,33,0.04546916890080429,0.0024492401298218478,2.5915809205978189,0.0046653001871392596,0.0018001753871775999,0.013311289764104898,0.9999981866063663
1500,0.375,x=0.25,177,0.25008042895442362,0.0021656079422433766,2.5914317275339402,0.0052759578363826059,0.0020359239181667794,0.015054890755078758,0.99995473427733705
1500,0.375,x=0.50,353,0.50016085790884723,0.0019254435271238253,2.5911334032058364,0.0059362288985984864,0.0022909777208900113,0.016940780611867164,0.9999288544249133
1500,0.375,x=0.75,529,0.75024128686327074,0.0017508247634137825,2.5911676402557098,0.0065300187841474903,0.0025201066433135429,0.018634364912457839,0.99995793684484924
1500,0.375,x=1.00,705,1.0003217158176945,0.0016165984668118404,2.5911773993377913,0.0070742255790664284,0.0027301201302829892,0.02018676147934699,0.99997577702799512
1500,0.375,x=1.20,846,1.2006702412868633,0.0015288265256795542,2.5911812655007225,0.007481753259910429,0.0028873909207060614,0.02134932691497312,0.99998316476773352
1500,0.375,x_safe,979,1.389651474530831,0.0014577850629672914,2.5911996012158172,0.0078469397474684316,0.0030283038573279217,0.022390367468063176,0.99998500222840714
1500,0.375,xt,33,0.04546916890080429,0.0024493154196283586,2.5915793708701784,0.0046653061840967224,0.0018001787776734176,0.013311336651301728,0.99999767087866609
1600,0.40000000000000002,x=0.25,177,0.25008042895442362,0.0021651424170445375,2.591450295934794,0.0052760103558192372,0.002035929596680172,0.015054862955749551,0.99995808519905338
1600,0.40000000000000002,x=0.50,353,0.50016085790884723,0.001924422058803717,2.5910966225118517,0.0059363012607753108,0.0022910381686270589,0.016941283550335879,0.9999262471188588
1600,0.40000000000000002,x=0.75,529,0.75024128686327074,0.0017490809932064553,2.5911500376213952,0.0065300616966157627,0.0025201403244908892,0.01863466095151654,0.99995553680000893
1600,0.40000000000000002,x=1.00,705,1.0003217158176945,0.0016141395086889079,2.5911784425537912,0.0070742682779247265,0.0027301355096766436,0.020186958845436951,0.9999731113982151
1600,0.40000000000000002,x=1.20,846,1.2006702412868633,0.0015259381793456444,2.5911896733346649,0.007481798301097629,0.0028873989342004134,0.021349486834714465,0.9999806162074466
1600,0.40000000000000002,x_safe,979,1.389651474530831,0.0014546171321982359,2.5912112927683393,0.0078469918482660193,0.0030283103003470738,0.022390521459953679,0.99998299892504927
1600,0.40000000000000002,xt,33,0.04546916890080429,0.0024492477873938072,2.5915811904118922,0.0046653037039395421,0.0018001765567676711,0.013311300545775536,0.99999828026507054
1700,0.42499999999999999,x=0.25,177,0.25008042895442362,0.0021654364800887619,2.5914712027591875,0.0052760902630557115,0.0020359440064154138,0.015055005657800194,0.99995535293631732
1700,0.42499999999999999,x=0.50,353,0.50016085790884723,0.0019253232522190794,2.5910701488752177,0.0059364125699637171,0.0022911045355297351,0.016941850987000018,0.99991861063536414
1700,0.42499999999999999,x=0.75,529,0.75024128686327074,0.0017506880096275314,2.5911288739824037,0.0065301234493606412,0.0025201847406857258,0.018634989581575442,0.99994942893446315
1700,0.42499999999999999,x=1.00,705,1.0003217158176945,0.0016164073542423638,2.5911548919017697,0.0070743045749577758,0.0027301743315566954,0.020187202540957228,0.99997078822290097
1700,0.42499999999999999,x=1.20,846,1.2006702412868633,0.0015286266350140326,2.5911660755433501,0.0074818211566147295,0.0028874340503419263,0.021349678316701211,0.99997980145963994
1700,0.42499999999999999,x_safe,979,1.389651474530831,0.0014575980873469398,2.5911890548356893,0.0078470123252405259,0.0030283441922527399,0.022390688004218184,0.9999829039848821
1700,0.42499999999999999,xt,33,0.04546916890080429,0.0024492987093079331,2.5915808409200638,0.0046653095201801241,0.0018001790438163003,0.013311339181882752,0.99999759224664075
1800,0.45000000000000001,x=0.25,177,0.25008042895442362,0.0021650666341794388,2.5914872490365237,0.0052761395184046083,0.0020359504066115694,0.015054986865996513,0.99995923919716823
1800,0.45000000000000001,x=0.50,353,0.50016085790884723,0.0019244841962758553,2.5910279838290169,0.0059364970290202808,0.0022911744165137636,0.016942451246833815,0.99991821554413318
1800,0.45000000000000001,x=0.75,529,0.75024128686327074,0.0017492003014114702,2.5911057272987308,0.006530165849022075,0.0025202236173627224,0.018635314862083474,0.99994697493966134
1800,0.45000000000000001,x=1.00,705,1.0003217158176945,0.0016143051862128187,2.5911496180346316,0.0070743442305812249,0.0027301951926446701,0.020187422645590813,0.99996860351328354
1800,0.45000000000000001,x=1.20,846,1.2006702412868633,0.001526104379814187,2.5911694147635074,0.0074818640385766093,0.0028874468785976578,0.021349857270186325,0.99997761715074251
1800,0.45000000000000001,x_safe,979,1.389651474530831,0.0014547625743463325,2.5911999346592767,0.0078470650278760056,0.0030283518160507503,0.022390845346209467,0.99998047362205578
1800,0.45000000000000001,xt,33,0.04546916890080429,0.0024492508442878411,2.5915815962238562,0.0046653064706390617,0.0018001773424524969,0.013311307473777737,0.99999833810644057
1900,0.47500000000000003,x=0.25,177,0.25008042895442362,0.0021652623576210069,2.5915148946936628,0.0052762207004622141,0.002035960013683774,0.015055089112384517,0.99995608766351052
1900,0.47500000000000003,x=0.50,353,0.50016085790884723,0.0019252068669922714,2.5910088128531075,0.0059366242669287982,0.0022912404764812988,0.016943090828340453,0.99991242137519687
1900,0.47500000000000003,x=0.75,529,0.75024128686327074,0.0017505678898129943,2.5910828740545973,0.0065302340638396976,0.0025202721723913868,0.018635684965664142,0.99994014477071447
1900,0.47500000000000003,x=1.00,705,1.0003217158176945,0.0016162440446469751,2.5911289924924894,0.0070743864821547113,0.0027302332314029778,0.020187677745081886,0.99996524775153595
1900,0.47500000000000003,x=1.20,846,1.2006702412868633,0.0015284567337276419,2.5911481011085544,0.0074818910678560134,0.0028874810608683788,0.021350055995720017,0.99997619869191456
1900,0.47500000000000003,x_safe,979,1.389651474530831,0.0014574263870916892,2.5911766552394497,0.0078470854138454581,0.0030283868905573758,0.022391024002357641,0.99998062762951745
1900,0.47500000000000003,xt,33,0.04546916890080429,0.0024492875206754607,2.5915818635074555,0.004665312099348836,0.0018001793287111476,0.013311341918694609,0.99999754716503886
2000,0.5,x=0.25,177,0.25008042895442362,0.0021649580035606199,2.5915319409808566,0.0052762670687724837,0.0020359645140146311,0.015055056348276986,0.99996025765317642
2000,0.5,x=0.50,353,0.50016085790884723,0.0019245041160344829,2.5909920270481948,0.0059366905018988269,0.0022912808838945913,0.016943488767458891,0.99991592657241435
2000,0.5,x=0.75,529,0.75024128686327074,0.0017493192280156357,2.591053889390468,0.0065302770008442953,0.0025203169365113085,0.018636047063677087,0.9999376294178578
2000,0.5,x=1.00,705,1.0003217158176945,0.0016144451526401674,2.5911172861051024,0.0070744233962411543,0.0027302598126984967,0.020187923585109062,0.99996352835308866
2000,0.5,x=1.20,846,1.2006702412868633,0.0015262457231982015,2.591147132783457,0.0074819322715541951,0.00288749804165577,0.021350252060191966,0.99997425857692845
2000,0.5,x_safe,979,1.389651474530831,0.001454898804537389,2.591186544833199,0.0078471386217950512,0.0030283958665354178,0.02239118598294184,0.99997783223206937
2000,0.5,xt,33,0.04546916890080429,0.0024492517802622515,2.5915820606322688,0.0046653087362098205,0.0018001778940666168,0.013311312518089544,0.99999835979890461
2100,0.52500000000000002,x=0.25,177,0.25008042895442362,0.0021651020343086656,2.5915631878174743,0.0052763461691360935,0.0020359704883675445,0.01505512761455958,0.99995689960678391
2100,0.52500000000000002,x=0.50,353,0.50016085790884723,0.0019250945862000748,2.5910053264574322,0.0059367824880702524,0.0022913046250612515,0.016943682671186466,0.99991113054633696
2100,0.52500000000000002,x=0.75,529,0.75024128686327074,0.0017504577489368782,2.5910300374222714,0.0065303529898370046,0.0025203694652393273,0.018636461883800224,0.99992989726501702
2100,0.52500000000000002,x=1.00,705,1.0003217158176945,0.0016161102569930777,2.5910983172073156,0.0070744715934602581,0.0027302984014458856,0.020188197013339026,0.99995926131331803
2100,0.52500000000000002,x=1.20,846,1.2006702412868633,0.0015283143076068643,2.5911269066475793,0.007481962809020728,0.0028875323666415673,0.021350462497032593,0.9999723846633537
2100,0.52500000000000002,x_safe,979,1.389651474530831,0.0014572676967947429,2.591162600613317,0.0078471593691947419,0.0030284318580923301,0.0223913758493226,0.99997809290711781
2100,0.52500000000000002,xt,33,0.04546916890080429,0.0024492790229518773,2.591582640130746,0.0046653141305056777,0.0018001795730003469,0.013311344097130806,0.99999752408811948
2200,0.55000000000000004,x=0.25,177,0.25008042895442362,0.0021648608072481067,2.5915768628674782,0.0052763874053464556,0.0020359756567313769,0.015055104326125964,0.99996107844094406
2200,0.55000000000000004,x=0.50,353,0.50016085790884723,0.0019244997863460372,2.5910115289780302,0.0059368246800035954,0.0022913154239592483,0.016943647023658307,0.99991695504422673
2200,0.55000000000000004,x=0.75,529,0.75024128686327074,0.0017494299110231686,2.5909935128344324,0.0065303978219499806,0.0025204222973163734,0.018636878169598931,0.99992765364275216
2200,0.55000000000000004,x=1.00,705,1.0003217158176945,0.0016145660211667517,2.5910811219657592,0.0070745065611647773,0.0027303300159886952,0.020188467249959006,0.99995777497111926
2200,0.55000000000000004,x=1.20,846,1.2006702412868633,0.0015263661651639571,2.5911227888729069,0.0074820033490297887,0.0028875526011966145,0.021350673177099089,0.99997044509694211
2200,0.55000000000000004,x_safe,979,1.389651474530831,0.0014550248315280674,2.5911708344271838,0.0078472129365532908,0.003028442907851744,0.022391546588751334,0.99997507063503754
2200,0.55000000000000004,xt,33,0.04546916890080429,0.0024492521238230524,2.5915824493461193,0.004665310617308736,0.0018001783499058031,0.01331131680014408,0.99999836903128991
2300,0.57500000000000007,x=0.25,177,0.25008042895442362,0.0021649948365627127,2.5916039359357739,0.0052764593945575618,0.0020359821658676187,0.015055179671390261,0.99995772005364547
2300,0.57500000000000007,x=0.50,353,0.50016085790884723,0.0019249840355760215,2.5910261785361901,0.0059369147079307545,0.002291337215004457,0.016943793031120691,0.99991227285428219
2300,0.57500000000000007,x=0.75,529,0.75024128686327074,0.0017503674548279447,2.5909688944474576,0.0065304838409271457,0.0025204794449374575,0.018637348189233505,0.99991900518374632
2300,0.57500000000000007,x=1.00,705,1.0003217158176945,0.0016159980950636588,2.5910626905221945,0.0070745602315734624,0.002730370151772622,0.020188763878771453,0.99995270071341169
2300,0.57500000000000007,x=1.20,846,1.2006702412868633,0.0015281917782108915,2.5911021938060221,0.00748203687902979,0.0028875884930032666,0.021350901965103555,0.99996832281996595
2300,0.57500000000000007,x_safe,979,1.389651474530831,0.0014571245533359155,2.5911465479239961,0.0078472345161999506,0.0030284796213039694,0.02239174711787939,0.99997531035493448
2300,0.57500000000000007,xt,33,0.04546916890080429,0.0024492733131026003,2.5915832846394409,0.0046653157219591164,0.0018001797393936301,0.013311345498868737,0.99999751400137193
2400,0.59999999999999998,x=0.25,177,0.25008042895442362,0.0021647986129381411,2.5916105760251642,0.0052764933629235594,0.0020359900564290356,0.015055190008848609,0.99996157353048509
2400,0.59999999999999998,x=0.50,353,0.50016085790884723,0.0019244904908359086,2.5910305749122249,0.0059369521863434959,0.002291347791812383,0.016943773030354038,0.99991776284127798
2400,0.59999999999999998,x=0.75,529,0.75024128686327074,0.0017495231139507818,2.5909245129551413,0.0065305333580193822,0.0025205417314805613,0.018637836334087669,0.99991727201523162
2400,0.59999999999999998,x=1.00,705,1.0003217158176945,0.00161467209250701,2.591040271594427,0.0070745944560199276,0.0027304069850162898,0.020189062423351337,0.99995131280539717
2400,0.59999999999999998,x=1.20,846,1.2006702412868633,0.0015264756837671547,2.5910956539292767,0.0074820774425478614,0.0028876114361897978,0.021351126055471157,0.9999662047122807
