step,t,label,index,x,Cf,H12,dstar,theta,delta99,Ue
2400,0.59999999999999998,x_safe,979,1.389651474530831,0.0014551394340305307,2.5911529726012339,0.0078472880617890799,0.0030284927770633558,0.022391926904283595,0.99997210245710744
2400,0.59999999999999998,xt,33,0.04546916890080429,0.0024492494961425356,2.5915829012160381,0.0046653122915120797,0.0018001786820413862,0.013311320220084202,0.99999834295061318
2500,0.625,x=0.25,177,0.25008042895442362,0.002164929006799056,2.5916307685904325,0.0052765551556527499,0.002035998036295358,0.015055273150194309,0.99995845463820532
2500,0.625,x=0.50,353,0.50016085790884723,0.0019248803155795429,2.5910477918277675,0.0059370383800990568,0.0022913658323187366,0.016943901424927469,0.99991311111081882
2500,0.625,x=0.75,529,0.75024128686327074,0.0017502975705647422,2.5908983171782172,0.0065306323153747634,0.0025206054101294738,0.018638383143696306,0.99990815414692091
2500,0.625,x=1.00,705,1.0003217158176945,0.0016159064594680531,2.5910214914827301,0.0070746531794828081,0.0027304494396278777,0.020189386324953425,0.99994548789736593
2500,0.625,x=1.20,846,1.2006702412868633,0.0015280810236123379,2.5910742196250784,0.0074821137978393539,0.0028876493545298737,0.021351375445127788,0.99996385148517108
2500,0.625,x_safe,979,1.389651474530831,0.0014569941736235781,2.591128242510488,0.0078473112310917595,0.0030285306232039947,0.022392141046877222,0.99997226715602516
2500,0.625,xt,33,0.04546916890080429,0.0024492715512496217,2.5915835784797401,0.0046653168860162171,0.0018001799844529647,0.01331134713806504,0.99999755839793236
2600,0.65000000000000002,x=0.25,177,0.25008042895442362,0.0021647546976839927,2.5916331066192195,0.0052765820342735364,0.0020360065708362662,0.015055303807877356,0.99996178869211172
2600,0.65000000000000002,x=0.50,353,0.50016085790884723,0.0019244754006107364,2.5910503214270015,0.0059370730994534491,0.0022913769950186264,0.016943901840591784,0.99991841465362929
2600,0.65000000000000002,x=0.75,529,0.75024128686327074,0.0017495961333994967,2.5908469854743315,0.0065306916534241064,0.0025206782531112964,0.018638967509155564,0.99990728806584939
2600,0.65000000000000002,x=1.00,705,1.0003217158176945,0.0016147642938601516,2.5909941561130321,0.0070746879496908369,0.0027304916659110379,0.020189717443113139,0.99994404256963842
2600,0.65000000000000002,x=1.20,846,1.2006702412868633,0.0015265784558406612,2.5910649358716591,0.0074821546723301043,0.0028876754761119239,0.021351616513630187,0.99996156994243612
2600,0.65000000000000002,x_safe,979,1.389651474530831,0.001455246597810972,2.5911324382673708,0.0078473645147092066,0.0030285462830130574,0.022392332225246,0.9999689431896347
2600,0.65000000000000002,xt,33,0.04546916890080429,0.0024492462959030598,2.591583499407371,0.0046653138299203138,0.0018001788601398148,0.013311322733206303,0.99999827208331593
2700,0.67500000000000004,x=0.25,177,0.25008042895442362,0.0021648690985086945,2.5916489141879766,0.0052766338847258995,0.0020360141591088893,0.015055379148147294,0.99995902175619777
2700,0.67500000000000004,x=0.50,353,0.50016085790884723,0.0019247856772137974,2.5910692965363014,0.0059371568631159544,0.0022913925424737375,0.01694401753515384,0.99991378968221556
2700,0.67500000000000004,x=0.75,529,0.75024128686327074,0.0017502401494674208,2.5908189681588571,0.0065308076698534214,0.0025207502917482818,0.018639621841513486,0.99989866497924684
2700,0.67500000000000004,x=1.00,705,1.0003217158176945,0.0016158336708128513,2.5909738819801307,0.0070747514892746735,0.0027305375551944398,0.020190075258088514,0.99993757533506034
2700,0.67500000000000004,x=1.20,846,1.2006702412868633,0.0015279810835813336,2.5910428034139081,0.0074821941764367239,0.0028877153887918519,0.021351886914568689,0.99995886685803226
2700,0.67500000000000004,x_safe,979,1.389651474530831,0.0014568751926508797,2.5911077038615007,0.0078473897097097924,0.003028584916796361,0.022392558687062931,0.99996888955468954
2700,0.67500000000000004,xt,33,0.04546916890080429,0.0024492686067696264,2.5915837875753769,0.0046653177756311743,0.0018001801824805875,0.013311347999450034,0.9999976165921084
2800,0.70000000000000007,x=0.25,177,0.25008042895442362,0.0021647177220701251,2.5916502023340522,0.0052766549678872274,0.0020360212821680362,0.015055409277171014,0.99996188155369425
2800,0.70000000000000007,x=0.50,353,0.50016085790884723,0.0019244512735168374,2.5910701730091015,0.0059371901971466265,0.0022914046323382889,0.016944035827245692,0.99991892345022515
2800,0.70000000000000007,x=0.75,529,0.75024128686327074,0.0017496455407214051,2.5907642044243704,0.0065308825386427493,0.0025208324738660711,0.018640328353984912,0.99989957501536997
2800,0.70000000000000007,x=1.00,705,1.0003217158176945,0.0016148459621114532,2.5909420128305887,0.0070747881919749336,0.002730585307173961,0.020190443652735087,0.99993589749258482
2800,0.70000000000000007,x=1.20,846,1.2006702412868633,0.0015266734866999599,2.5910300906580441,0.0074822355292058227,0.0028877455171914109,0.021352150371329974,0.99995649341154091
2800,0.70000000000000007,x_safe,979,1.389651474530831,0.0014553449137890524,2.5911090993081247,0.0078474425117265288,0.0030286036638989631,0.022392764556240799,0.99996555038123802
2800,0.70000000000000007,xt,33,0.04546916890080429,0.002449246088252107,2.5915839127730851,0.0046653151434204038,0.0018001790798386128,0.013311325807386446,0.99999821379430309
2900,0.72499999999999998,x=0.25,177,0.25008042895442362,0.0021648045739311055,2.5916640160225706,0.00527669901055129,0.0020360274240522292,0.015055470363751416,0.99995937022857651
2900,0.72499999999999998,x=0.50,353,0.50016085790884723,0.0019247003649530865,2.5910899074291387,0.0059372720225143207,0.0022914187599168416,0.016944143347974457,0.99991442105969797
2900,0.72499999999999998,x=0.75,529,0.75024128686327074,0.0017501836886680312,2.5907423018436613,0.0065310120519016211,0.0025209037762088217,0.018641076472566093,0.99989314385191608
2900,0.72499999999999998,x=1.00,705,1.0003217158176945,0.0016157750899048016,2.5909191648315226,0.007074856789985047,0.002730635863139751,0.020190844133598933,0.99992889698497933
2900,0.72499999999999998,x=1.20,846,1.2006702412868633,0.0015278948006848298,2.5910073477947408,0.0074822784368176872,0.0028877874249125563,0.021352442343408315,0.9999533286077098
2900,0.72499999999999998,x_safe,979,1.389651474530831,0.0014567689414245954,2.5910844345430912,0.007847470425702158,0.0030286432665348364,0.022393005146119103,0.99996517354513459
2900,0.72499999999999998,xt,33,0.04546916890080429,0.0024492636543192656,2.5915841137713618,0.00466531856283649,0.0018001802596510591,0.013311347794867513,0.9999976497659725
3000,0.75,x=0.25,177,0.25008042895442362,0.0021646884164382677,2.5916645029068213,0.0052767152531037849,0.0020360333087810554,0.015055496021921399,0.99996197166327516
3000,0.75,x=0.50,353,0.50016085790884723,0.0019244210588237776,2.5910897675990694,0.0059373049084452843,0.0022914315755053335,0.016944174888937069,0.99991931697413849
3000,0.75,x=0.75,529,0.75024128686327074,0.0017496620419833213,2.590715816042541,0.0065310669543319315,0.0025209507402894119,0.018641575641485022,0.99989729246495751
3000,0.75,x=1.00,705,1.0003217158176945,0.0016149211956779251,2.590882638150771,0.0070748970556088657,0.0027306899013606178,0.02019125916034701,0.99992691834545577
3000,0.75,x=1.20,846,1.2006702412868633,0.0015267584122503348,2.5909909048513931,0.0074823205697314649,0.0028878220126985028,0.021352731984312597,0.99995085174361631
3000,0.75,x_safe,979,1.389651474530831,0.001455434342620305,2.5910827843898656,0.007847522513606776,0.0030286652981080528,0.022393227014088017,0.9999618594771621
3000,0.75,xt,33,0.04546916890080429,0.0024492477751626423,2.5915841297679307,0.004665316201706099,0.0018001793374633241,0.013311328984655637,0.99999818528304552
3100,0.77500000000000002,x=0.25,177,0.25008042895442362,0.0021647432625602351,2.5916773177812487,0.0052767536766011106,0.0020360380670841277,0.015055545557614925,0.99995953769206947
3100,0.77500000000000002,x=0.50,353,0.50016085790884723,0.0019246190486988698,2.5911098461084854,0.0059373850027592146,0.0022914447304024587,0.016944276467369276,0.9999150043074797
3100,0.77500000000000002,x=0.75,529,0.75024128686327074,0.0017501250031776462,2.59072547028949,0.0065311540579944243,0.0025209749673957647,0.018641811418482174,0.99989210666783768
3100,0.77500000000000002,x=1.00,705,1.0003217158176945,0.0016157290953739427,2.5908566616581101,0.0070749713840700737,0.0027307459686103193,0.020191710989393308,0.99991944802938371
3100,0.77500000000000002,x=1.20,846,1.2006702412868633,0.0015278225755022876,2.5909670153330464,0.007482367227197812,0.0028878666470541765,0.021353050240822576,0.99994721000399167
3100,0.77500000000000002,x_safe,979,1.389651474530831,0.0014566747911222411,2.5910580846392093,0.0078475536681282057,0.0030287061932928205,0.022393484115528127,0.99996109103192976
3100,0.77500000000000002,xt,33,0.04546916890080429,0.00244925824081056,2.5915845017031618,0.0046653192993232236,0.0018001802743677566,0.013311347356017203,0.99999765626214976
3200,0.80000000000000004,x=0.25,177,0.25008042895442362,0.0021646650476548754,2.5916764298810047,0.0052767656101131155,0.0020360433691776082,0.015055568844047615,0.99996207128361037
3200,0.80000000000000004,x=0.50,353,0.50016085790884723,0.0019243850160086033,2.5911093829491412,0.005937418036111303,0.0022914578887262066,0.016944314327475476,0.99991965411970896
3200,0.80000000000000004,x=0.75,529,0.75024128686327074,0.0017496606665540089,2.5907231548452483,0.0065311857115880733,0.0025209894385562785,0.01864183456659415,0.99989808867015695
3200,0.80000000000000004,x=1.00,705,1.0003217158176945,0.0016149877798611976,2.5908151529946757,0.0070750175738871568,0.0027308075474660066,0.020192187520797246,0.99991719722845029
3200,0.80000000000000004,x=1.20,846,1.2006702412868633,0.0015268352436127886,2.5909467877187748,0.0074824106076884916,0.0028879059358360866,0.021353369158307559,0.9999445606527303
3200,0.80000000000000004,x_safe,979,1.389651474530831,0.0014555160402046161,2.5910531680400939,0.0078476049933007136,0.0030287317489655157,0.022393723791031963,0.99995781598721167
3200,0.80000000000000004,xt,33,0.04546916890080429,0.0024492497399260112,2.5915842517271517,0.0046653170482827341,0.0018001795794111463,0.013311331672032007,0.99999817827553028
3300,0.82500000000000007,x=0.25,177,0.25008042895442362,0.0021646902502648552,2.5916887114260398,0.00527679994462782,0.0020360469686671345,0.015055610120631717,0.9999595923988015
3300,0.82500000000000007,x=0.50,353,0.50016085790884723,0.0019245374643664234,2.5911303581989471,0.0059374965055233901,0.0022914696231842416,0.016944405370274616,0.99991555014424227
3300,0.82500000000000007,x=0.75,529,0.75024128686327074,0.0017500645022821412,2.5907328942012731,0.0065312698681393375,0.0025210124450722035,0.018641971279092999,0.99989337561464153
3300,0.82500000000000007,x=1.00,705,1.0003217158176945,0.0016156969081765153,2.590785157661093,0.007075099137047648,0.0027308706459608176,0.020192706679172414,0.99990948516292688
3300,0.82500000000000007,x=1.20,846,1.2006702412868633,0.0015277627570805937,2.5909212347927832,0.0074824612128850318,0.0028879539495084128,0.021353718160596044,0.99994042524497939
3300,0.82500000000000007,x_safe,979,1.389651474530831,0.0014565913390705901,2.5910283264012417,0.0078476398583289756,0.003028774243170395,0.022393999694294432,0.99995658877046367
3300,0.82500000000000007,xt,33,0.04546916890080429,0.0024492534972540441,2.5915848724632777,0.0046653199814978875,0.0018001802800552481,0.013311347143359872,0.99999764814573922
3400,0.84999999999999998,x=0.25,177,0.25008042895442362,0.0021646433790367655,2.5916863826917487,0.0052768081145647822,0.0020360519505003695,0.015055630751064928,0.99996215485241469
3400,0.84999999999999998,x=0.50,353,0.50016085790884723,0.0019243416435426816,2.5911302496645696,0.0059375296501640203,0.0022914825107431991,0.01694444489908635,0.99991995080040608
3400,0.84999999999999998,x=0.75,529,0.75024128686327074,0.0017496563203462084,2.5907306792831966,0.0065312987167293404,0.0025210257356956998,0.018641983573050847,0.99989868191960707
3400,0.84999999999999998,x=1.00,705,1.0003217158176945,0.0016150448841698349,2.5907389974266715,0.0070751546594542136,0.0027309407340846844,0.020193262993125273,0.9999070340200088
3400,0.84999999999999998,x=1.20,846,1.2006702412868633,0.001526904575475035,2.5908969861425444,0.0074825067049197518,0.0028879985367770557,0.021354072215456592,0.99993754399432744
3400,0.84999999999999998,x_safe,979,1.389651474530831,0.0014555911357302044,2.5910197453288957,0.0078476905592739805,0.0030288038419706525,0.022394260736956165,0.99995337935734596
3400,0.84999999999999998,xt,33,0.04546916890080429,0.0024492511931724944,2.5915843442823601,0.0046653177411563459,0.0018001797824751973,0.013311333743254794,0.99999818149643283
3500,0.875,x=0.25,177,0.25008042895442362,0.0021646471547479098,2.5916983030990752,0.005276839212368668,0.0020360545847712217,0.01505566702421279,0.99995960663811501
3500,0.875,x=0.50,353,0.50016085790884723,0.001924457189393996,2.5911520121443923,0.0059376061338401167,0.0022914927823652681,0.016944520413051382,0.99991604253843436
3500,0.875,x=0.75,529,0.75024128686327074,0.0017500073145860742,2.5907420096183391,0.0065313767464789604,0.0025210448289450268,0.0186420945108976,0.99989432561953218
3500,0.875,x=1.00,705,1.0003217158176945,0.0016156731855528708,2.5907040148557754,0.0070752463952640831,0.0027310130198945023,0.020193875814569835,0.9998995712146358
3500,0.875,x=1.20,846,1.2006702412868633,0.0015277157068591058,2.5908691213867452,0.007482561485242626,0.0028880507407636384,0.02135445782258993,0.99993292860963856
3500,0.875,x_safe,979,1.389651474530831,0.0014565190915370849,2.5909947476434789,0.0078477293950918441,0.0030288480523665241,0.022394556570033544,0.99995160922282544
3500,0.875,xt,33,0.04546916890080429,0.0024492499309127802,2.5915851945147654,0.0046653205910526258,0.0018001802915555457,0.013311347180304507,0.99999763552301968
3600,0.90000000000000002,x=0.25,177,0.25008042895442362,0.0021646208906991602,2.5916948625562228,0.0052768443567426729,0.00203605927263291,0.015055683844424475,0.99996217964226664
3600,0.90000000000000002,x=0.50,353,0.50016085790884723,0.0019242994662179206,2.5911513044585481,0.005937638655901762,0.0022915059594107732,0.016944569126647612,0.99992022681664783
3600,0.90000000000000002,x=0.75,529,0.75024128686327074,0.0017496496707343552,2.5907400507581433,0.0065314042695734965,0.0025210573587505138,0.018642115221453745,0.99989909900883378
3600,0.90000000000000002,x=1.00,705,1.0003217158176945,0.0016150941875156439,2.590653907402229,0.0070753161841334662,0.002731092780829308,0.020194540324159942,0.99989730242034258
3600,0.90000000000000002,x=1.20,846,1.2006702412868633,0.001526967015073208,2.5908407809196108,0.0074826102269482647,0.0028881011454097677,0.021354853528572533,0.9999297169793101
3600,0.90000000000000002,x_safe,979,1.389651474530831,0.0014556582222763231,2.5909821813363334,0.0078477798486120045,0.0030288822150696566,0.022394842969976989,0.99994846103097668
3600,0.90000000000000002,xt,33,0.04546916890080429,0.0024492515150489193,2.591584450883714,0.0046653183430635601,0.0018001799406817385,0.013311335287259456,0.99999818322801792
3700,0.92500000000000004,x=0.25,177,0.25008042895442362,0.0021646131964398341,2.591706334343566,0.0052768725917010121,0.0020360611546823078,0.015055716139893665,0.99995963590125925
3700,0.92500000000000004,x=0.50,353,0.50016085790884723,0.0019243915971658252,2.5911715745616912,0.0059377123266247441,0.0022915164649523973,0.016944643535814229,0.99991645297928611
3700,0.92500000000000004,x=0.75,529,0.75024128686327074,0.0017499531194039902,2.5907521614748044,0.0065314778439589999,0.0025210739726801612,0.018642212236903741,0.99989508128540749
3700,0.92500000000000004,x=1.00,705,1.0003217158176945,0.0016156493441961634,2.5906144764002597,0.0070754227410388523,0.0027311754819151534,0.020195281443626086,0.99989091225227034
3700,0.92500000000000004,x=1.20,846,1.2006702412868633,0.0015276798249304648,2.5908097279507083,0.007482669668410046,0.0028881587048573904,0.021355284775171901,0.99992469215979829
3700,0.92500000000000004,x_safe,979,1.389651474530831,0.0014564591847580604,2.5909566081004547,0.0078478228925321723,0.0030289287238529864,0.022395174866360952,0.99994612912051728
3700,0.92500000000000004,xt,33,0.04546916890080429,0.0024492480266921418,2.5915854178601356,0.0046653210987472578,0.001800180332315421,0.013311347495493763,0.99999763281694665
3800,0.95000000000000007,x=0.25,177,0.25008042895442362,0.0021645981563560247,2.5917022082126167,0.0052768755316142998,0.0020360655305585937,0.015055730501198145,0.99996213687509761
3800,0.95000000000000007,x=0.50,353,0.50016085790884723,0.0019242703312705989,2.5911679398810068,0.0059377435801276565,0.0022915317408567248,0.016944715874379627,0.99992045043181632
3800,0.95000000000000007,x=0.75,529,0.75024128686327074,0.001749640135076117,2.5907503265859688,0.0065315050909638163,0.0025210862752532712,0.018642243452784577,0.99989941687297212
3800,0.95000000000000007,x=1.00,705,1.0003217158176945,0.001615132717018594,2.5905635604036981,0.0070755110428825443,0.0027312632475151232,0.020196084302314458,0.99988985871568903
3800,0.95000000000000007,x=1.20,846,1.2006702412868633,0.0015270250561019332,2.5907772336138719,0.0074827231004249541,0.0028882155529780201,0.02135573080132153,0.99992106995308205
3800,0.95000000000000007,x_safe,979,1.389651474530831,0.0014557179419412787,2.5909400287997282,0.0078478736475253823,0.0030289676952349092,0.022395505612595599,0.99994296424225648
3800,0.95000000000000007,xt,33,0.04546916890080429,0.0024492507214192737,2.5915846210754112,0.0046653189004310465,0.0018001800375305177,0.013311336334879251,0.99999817154804183
3900,0.97499999999999998,x=0.25,177,0.25008042895442362,0.0021645858344813492,2.5917130744402197,0.0052769010667178748,0.0020360668465808566,0.015055758070982077,0.99995968535696844
3900,0.97499999999999998,x=0.50,353,0.50016085790884723,0.0019243464707202117,2.5911848696708657,0.005937814324469431,0.0022915440708109942,0.016944804917001972,0.99991680085315682
3900,0.97499999999999998,x=0.75,529,0.75024128686327074,0.0017499016909362567,2.590762746373152,0.0065315752328002838,0.0025211012633032243,0.01864233157124455,0.99989570861149379
3900,0.97499999999999998,x=1.00,705,1.0003217158176945,0.00161561566189813,2.5905293756561019,0.0070756277902404236,0.0027313443563821327,0.020196936365883364,0.99988596576675415
3900,0.97499999999999998,x=1.20,846,1.2006702412868633,0.0015276517919654911,2.590742177711618,0.0074827883613443535,0.0028882798241057863,0.021356220394105042,0.99991572774658832
3900,0.97499999999999998,x_safe,979,1.389651474530831,0.0014564103234710173,2.5909132916142164,0.0078479210042141714,0.003029017230956688,0.022395870715955814,0.99994008606666218
3900,0.97499999999999998,xt,33,0.04546916890080429,0.0024492469297733343,2.5915855545450244,0.004665321509471361,0.0018001803958543822,0.01331134792401955,0.99999764196590069
4000,1,x=0.25,177,0.25008042895442362,0.0021645767845506658,2.5917086052936584,0.0052769024864035546,0.0020360709053576821,0.015055771670751965,0.99996205206864852
4000,1,x=0.50,353,0.50016085790884723,0.0019242448704342148,2.5911789037966368,0.0059378452125945225,0.00229156126730358,0.016944898455467611,0.99992060765381863
4000,1,x=0.75,529,0.75024128686327074,0.0017496276194084491,2.5907610075045038,0.0065316027291238959,0.0025211135686403299,0.018642371615267911,0.99989967262920987
4000,1,x=1.00,705,1.0003217158176945,0.0016151520645312594,2.5905088582994114,0.0070756927919558513,0.0027313910814421318,0.020197518479448513,0.99988769065724414
4000,1,x=1.20,846,1.2006702412868633,0.001527081405717724,2.5907052126542238,0.0074828483267254551,0.0028883441814127292,0.021356730481181568,0.99991173443609982
4000,1,x_safe,979,1.389651474530831,0.0014557719287228103,2.5908925923007864,0.0078479729022955316,0.0030290614615275536,0.022396236145787781,0.99993681630209974
4000,1,xt,33,0.04546916890080429,0.0024492499262371691,2.5915847940957724,0.004665319411000078,0.0018001801143565711,0.013311337276754738,0.99999815444940932
4100,1.0249999999999999,x=0.25,177,0.25008042895442362,0.002164562736473329,2.5917187968613264,0.0052769255080794093,0.0020360717815798434,0.015055794078489802,0.99995973589159215
4100,1.0249999999999999,x=0.50,353,0.50016085790884723,0.0019242996648368474,2.5911949385769386,0.005937914421185542,0.0022915737958513426,0.016944988976929674,0.99991715355680599
4100,1.0249999999999999,x=0.75,529,0.75024128686327074,0.0017498530548100105,2.5907735066419995,0.006531670016199872,0.0025211273773853814,0.0186424540932996,0.99989624366083141
4100,1.0249999999999999,x=1.00,705,1.0003217158176945,0.0016155720593859571,2.5905063980281509,0.0070757609423922991,0.0027314199832813566,0.020197801311160574,0.99988502975090154
4100,1.0249999999999999,x=1.20,846,1.2006702412868633,0.0015276286107559905,2.5906657471612822,0.0074829215886965663,0.0028884164608637629,0.021357295370695948,0.99990619159513661
4100,1.0249999999999999,x_safe,979,1.389651474530831,0.0014563714444528687,2.590864077931045,0.0078480247278848378,0.0030291148017891931,0.022396636148222116,0.99993340645145579
4100,1.0249999999999999,xt,33,0.04546916890080429,0.0024492458802642171,2.5915856778963366,0.0046653218568009861,0.0018001804441935177,0.013311348159586558,0.99999765263313101
4200,1.05,x=0.25,177,0.25008042895442362,0.0021645573309155451,2.5917141731747129,0.0052769258761378255,0.0020360755559992445,0.015055807873939911,0.9999619528347774
4200,1.05,x=0.50,353,0.50016085790884723,0.0019241954123446015,2.5911915273707611,0.0059379471922888236,0.0022915894597393808,0.016945074464039835,0.99992074965460931
4200,1.05,x=0.75,529,0.75024128686327074,0.0017496114205673226,2.5907718331890397,0.0065316981639682564,0.0025211398704795399,0.018642500420927743,0.99989987103177802
4200,1.05,x=1.00,705,1.0003217158176945,0.0016151611915160473,2.590509730733328,0.0070758011942406648,0.0027314320074905214,0.020197870995960002,0.99988848413711684
4200,1.05,x=1.20,846,1.2006702412868633,0.0015271358612856882,2.5906237819617086,0.0074829908493145034,0.0028884899850831016,0.021357891904313316,0.99990207229456951
4200,1.05,x_safe,979,1.389651474530831,0.0014558214257252386,2.5908391045600219,0.0078480787361777469,0.0030291648456149552,0.022397042393477725,0.99992994694239934
4200,1.05,xt,33,0.04546916890080429,0.0024492492550372215,2.5915849378150817,0.0046653198658659079,0.0018001801900419882,0.013311338223639953,0.99999813828291473
4300,1.075,x=0.25,177,0.25008042895442362,0.0021645432808488282,2.5917236847488661,0.0052769466042122551,0.0020360760814375099,0.015055825381760488,0.99995978048662892
4300,1.075,x=0.50,353,0.50016085790884723,0.0019242253403832039,2.5912111020391944,0.0059380166191411576,0.0022915989416949249,0.01694513856107429,0.99991757183957319
4300,1.075,x=0.75,529,0.75024128686327074,0.001749807802053104,2.5907842429600119,0.0065317628875610776,0.0025211527765424554,0.018642578898569424,0.99989673654703604
4300,1.075,x=1.00,705,1.0003217158176945,0.0016155240130767087,2.5905075596062215,0.0070758675996918704,0.0027314599308744967,0.020198013845855196,0.99988621542873812
4300,1.075,x=1.20,846,1.2006702412868633,0.001527608574477101,2.5905799489720294,0.0074830757792272821,0.0028885716428850802,0.021358557451388933,0.99989660592796314
4300,1.075,x_safe,979,1.389651474530831,0.0014563415581452675,2.5908081226298072,0.0078481354409990836,0.00302922295651629,0.022397484893109443,0.99992602557139165
4300,1.075,xt,33,0.04546916890080429,0.0024492450663385775,2.5915857904496962,0.0046653221556805019,0.001800180481338018,0.013311348299049964,0.99999766306382154
4400,1.1000000000000001,x=0.25,177,0.25008042895442362,0.0021645392308971695,2.5917190705151203,0.0052769462599985446,0.0020360795736050663,0.015055839472360642,0.99996184417924816
4400,1.1000000000000001,x=0.50,353,0.50016085790884723,0.0019241143835177143,2.5912136913115611,0.0059380526912353737,0.0022916105727389031,0.016945193558716244,0.99992095276614434
4400,1.1000000000000001,x=0.75,529,0.75024128686327074,0.0017495915914490163,2.590782775283397,0.0065317919519791313,0.0025211654231662244,0.018642632067783715,0.99990000179394101
4400,1.1000000000000001,x=1.00,705,1.0003217158176945,0.001615168274745954,2.5905104856542756,0.0070759045474510524,0.0027314711083533476,0.020198051464013829,0.99988915118385813
4400,1.1000000000000001,x=1.20,846,1.2006702412868633,0.0015271851181885415,2.5905329826406738,0.0074831585470621839,0.0028886559627718717,0.021359273274453722,0.99989290180242962
4400,1.1000000000000001,x_safe,979,1.389651474530831,0.0014558677232188357,2.5907786761962308,0.0078481926948719694,0.0030292794853455599,0.02239793985754281,0.99992230752942091
4400,1.1000000000000001,xt,33,0.04546916890080429,0.0024492484051885466,2.5915850723862275,0.004665320276342865,0.0018001802549538631,0.01331133905958299,0.99999812152134893
4500,1.125,x=0.25,177,0.25008042895442362,0.0021645271372982586,2.5917278481741222,0.0052769648873191594,0.0020360798650355177,0.01505585298142423,0.9999598244551885
4500,1.125,x=0.50,353,0.50016085790884723,0.001924132293877362,2.5912371919214197,0.0059381223390242268,0.0022916166677204373,0.016945229524382072,0.99991807436853697
4500,1.125,x=0.75,529,0.75024128686327074,0.0017497645392709313,2.5907948533271989,0.0065318543206479085,0.0025211777429075283,0.01864270323796121,0.99989719358297691
4500,1.125,x=1.00,705,1.0003217158176945,0.0016154792354915422,2.5905107148443842,0.0070759654467705728,0.0027314943753072398,0.020198158726984411,0.99988704376487703
4500,1.125,x=1.20,846,1.2006702412868633,0.0015275886032180028,2.5904860143904602,0.0074832600771175531,0.0028887475305974038,0.021360075165087179,0.99988819232540105
4500,1.125,x_safe,979,1.389651474530831,0.0014563193501943544,2.5907445156437561,0.0078482550963283361,0.0030293435145526799,0.022398435323303517,0.99991790680317971
4500,1.125,xt,33,0.04546916890080429,0.0024492446651708955,2.5915858726942274,0.0046653224063399725,0.0018001805209294018,0.013311348455132366,0.99999767623774893
4600,1.1500000000000001,x=0.25,177,0.25008042895442362,0.0021645223588011085,2.591723415723497,0.0052769641071681054,0.0020360830461899444,0.015055866860084279,0.99996172811859041
4600,1.1500000000000001,x=0.50,353,0.50016085790884723,0.0019240267987518983,2.5912436343886456,0.005938160781794437,0.0022916258058441629,0.016945264538680668,0.99992120723287259
4600,1.1500000000000001,x=0.75,529,0.75024128686327074,0.001749569561378418,2.5907938911254189,0.0065318844655301031,0.0025211903146385405,0.018642764536092628,0.99990010593972312
4600,1.1500000000000001,x=1.00,705,1.0003217158176945,0.0016151723831920239,2.5905134302358985,0.0070759998764482173,0.0027315048028158108,0.020198195398554653,0.99988964225839494
4600,1.1500000000000001,x=1.20,846,1.2006702412868633,0.0015272227877811731,2.5904372937298779,0.007483359655985739,0.002888840302793324,0.021360942115256312,0.9998859593766537
4600,1.1500000000000001,x_safe,979,1.389651474530831,0.001455912040654651,2.5907102905138482,0.0078483170620496107,0.0030294074527696248,0.022398950424941711,0.99991391128219864
4600,1.1500000000000001,xt,33,0.04546916890080429,0.0024492473991170349,2.5915852119461462,0.0046653206525852564,0.0018001803031905102,0.013311339756159541,0.9999981021403006
4700,1.175,x=0.25,177,0.25008042895442362,0.0021645137107091242,2.5917314060823124,0.0052769807869869657,0.0020360832046881368,0.01505587760370305,0.99995986925644909
4700,1.175,x=0.50,353,0.50016085790884723,0.00192405035178188,2.5912670029920872,0.0059382285819412454,0.0022916313043327779,0.016945296358265954,0.99991863084391475
4700,1.175,x=0.75,529,0.75024128686327074,0.0017497214006384364,2.5908055270138268,0.0065319446231721203,0.0025212022110748184,0.018642827745236942,0.99989759469288486
4700,1.175,x=1.00,705,1.0003217158176945,0.0016154381259391192,2.5905153501090523,0.0070760570564594207,0.0027315248512854947,0.02019828463761757,0.9998876739045216
4700,1.175,x=1.20,846,1.2006702412868633,0.001527562071951923,2.5903974130557645,0.007483471505433918,0.002888927956658988,0.021361861141108097,0.99988336587458504
4700,1.175,x_safe,979,1.389651474530831,0.0014563035127896471,2.5906723401662601,0.0078483865731268643,0.003029478661366795,0.022399513136244387,0.99990909287664287
4700,1.175,xt,33,0.04546916890080429,0.0024492444210452852,2.5915859334221909,0.0046653226168267593,0.0018001805599655335,0.013311348591966612,0.9999976912202625
4800,1.2,x=0.25,177,0.25008042895442362,0.0021645066199117396,2.5917272833786758,0.0052769798035920404,0.002036086064083396,0.015055890590105727,0.99996160611196316
4800,1.2,x=0.50,353,0.50016085790884723,0.0019239578429833793,2.591273028321861,0.0059382670266418915,0.002291640811963216,0.016945336235564233,0.99992145119630649
4800,1.2,x=0.75,529,0.75024128686327074,0.0017495462254033551,2.5908052011643399,0.0065319757716244108,0.0025212145508619714,0.018642893980926292,0.99990020272138513
4800,1.2,x=1.00,705,1.0003217158176945,0.0016151730254261433,2.5905177252762948,0.0070760899943992008,0.0027315350616427423,0.020198326733733354,0.99989002457794385
4800,1.2,x=1.20,846,1.2006702412868633,0.0015272405003505837,2.590378434659057,0.0074835428938626802,0.0028889766814506608,0.021362509512194833,0.99988404413233445
