job_id,node,gpu_name,gpu_uuid,cuda_runtime,driver_version,julia_version,source_commit,numerical_fingerprint,case,Nx,Ny,Nz,total_nodes,pressure_unknowns,gmg_levels,measured_step,step_time_s,poisson_time_s,poisson_fraction,bicgstab_iterations,div_post,cfl,diffusion_metric,gpu_total_bytes,gpu_used_bytes,gpu_free_bytes,gpu_pool_bytes,host_rss_bytes
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,3,0.24730273700000002,0.18778395652770996,0.75932825817334137,7,8.1089283975420071e-11,0.045308593392774481,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1858338816
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,4,0.27408106500000001,0.21456003189086914,0.7828342023221091,8,1.9019830707126631e-11,0.045308593392774418,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1858338816
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,5,0.28385242399999999,0.2243192195892334,0.79026705648014262,8,5.4993360725781509e-12,0.045308593392774425,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852342272
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,6,0.27417981600000002,0.21465301513671875,0.78289138226250299,8,4.4322186300064233e-12,0.045308593392774398,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852342272
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,7,0.274095427,0.21457195281982422,0.78283667541751512,8,4.0553781570103761e-12,0.045308593392774439,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852342272
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,8,0.28357006500000004,0.22400712966918945,0.78995337420114997,8,5.1863125192219198e-12,0.045308593392774474,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852342272
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,9,0.247400114,0.18785405158996582,0.75931271232140907,7,7.8731725595057812e-11,0.045308593392774509,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852342272
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,10,0.27412074800000003,0.21459293365478516,0.78284090212239288,8,4.8244778528449884e-11,0.045308593392774529,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852342272
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,11,0.25620128600000003,0.19667983055114746,0.76767698406926588,7,9.848930512897985e-11,0.045308593392774529,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852325888
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,12,0.24740220900000001,0.18782997131347656,0.75920894996324206,7,5.932445415957381e-11,0.045308593392774522,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852325888
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,13,0.24733965400000002,0.18780708312988281,0.75930842504486884,7,3.9706851476982219e-11,0.045308593392774522,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852325888
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,14,0.247349126,0.18783903121948242,0.75940850997582432,7,3.0976836938745876e-11,0.045308593392774592,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852325888
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,15,0.256173649,0.19666099548339844,0.76768627940884915,7,2.9813525494864437e-11,0.045308593392774633,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,16,0.24733902400000002,0.1877892017364502,0.75923806401229343,7,3.019681112233568e-11,0.045308593392774647,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,17,0.24734897800000002,0.18782591819763184,0.75935595010880463,7,3.0999043409867457e-11,0.04530859339277462,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,18,0.25633270200000002,0.19679784774780273,0.76774381970117378,7,3.1570195062013269e-11,0.045308593392774578,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,19,0.24733564900000002,0.18779587745666504,0.75927541466804493,7,3.3054894175687352e-11,0.045308593392774564,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,20,0.24758197600000001,0.18800711631774902,0.75937319571982498,7,3.3866075182881818e-11,0.045308593392774557,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,21,0.24752738200000002,0.18785691261291504,0.75893386458923173,7,3.3238856350859609e-11,0.045308593392774515,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,22,0.26247988900000002,0.20295190811157227,0.77320936428608533,7,3.1137899483592848e-11,0.045308593392774536,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,23,0.24736149600000001,0.18781208992004395,0.7592616189548107,7,2.7790588137274538e-11,0.045308593392774571,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,24,0.24731805000000001,0.18779206275939941,0.75931401998115144,7,2.3606329572329824e-11,0.045308593392774613,0.0079158580750932628,85100068864,1445986304,83654082560,939524096,1852096512
