job_id,node,gpu_name,gpu_uuid,cuda_runtime,driver_version,julia_version,source_commit,numerical_fingerprint,case,Nx,Ny,Nz,total_nodes,pressure_unknowns,gmg_levels,samples,step_time_median_s,step_time_min_s,step_time_p95_s,step_time_max_s,poisson_time_median_s,poisson_time_min_s,poisson_time_p95_s,poisson_time_max_s,iterations_mean,iterations_median,iterations_min,iterations_max,poisson_fraction_aggregate,max_div_post,gpu_used_median_bytes,gpu_used_peak_bytes,gpu_free_min_bytes,host_rss_peak_bytes,steps_per_hour,grid_nodes_per_s,pressure_unknowns_per_s
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G1,140,128,15,268800,264795,4,30,0.050819854499999997,0.044751051999999999,0.068571399000000005,0.071036347999999999,0.042069435119628906,0.036013126373291016,0.053447961807250977,0.062251806259155273,6.6333333333333337,7,6,7,0.81504358848882663,1.0908823783041942e-09,674234368,674234368,84425834496,1840988160,70838.45547019424,5289271.3417745028,5210463.5600639116
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G2,280,256,30,2150400,2134350,5,30,0.24740272500000002,0.22058620600000001,0.28357006500000004,0.28385242399999999,0.18785548210144043,0.16102719306945801,0.22400712966918945,0.2243192195892334,7.1333333333333337,7,6,8,0.76547281479442608,5.5454190222403195e-10,1445986304,1445986304,83654082560,1859469312,14551.173597623065,8691901.0289801769,8627027.0466907751
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G3,560,512,60,17203200,17138940,6,30,1.9544669260000003,1.772593646,2.1362203430000002,2.1362491100000001,1.4556729793548584,1.2739059925079346,1.6374719142913818,1.6375560760498047,7.9000000000000004,8,7,9,0.74243388456117776,1.6429201780626967e-10,8291090432,8291090432,76808978432,1856851968,1841.9344692456564,8801990.8503685761,8769112.3200925421
522679,a121,NVIDIA A100 80GB PCIe,d1e927df-97ab-aff6-f55d-06ae94c9b8f5,12.9.0,12.5.0,1.10.4,c242d0871ff6a2b91f3e74c8ffcb890252766205,9f9c0891bc1021e55844d1e23a2493846521ea924ca08701f4531b3cf2020c9e,G4,1120,1024,120,137625600,137368440,7,30,16.613835149000003,16.612469880000003,19.599784763000002,19.601048855000002,11.957271575927734,11.956066846847534,14.943713188171387,14.944422960281372,8.4333333333333336,8,8,10,0.73020454443823335,8.5312392926326557e-11,60132687872,60132687872,24967380992,1890459648,216.68687378402728,8283794.7268475071,8268316.0611635353
